Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
2359951,C'EST BIEN THAI,C'EST BIEN THAI,2492926,Restaurant,Risk 1 (High),3900 N LINCOLN AVE ,CHICAGO,IL,60613,02/05/2020,Canvass,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED WOOD SHELF AREA BEHIND MENS AND WOMENS TOILETS. PAINT OR SEAL WOOD SO THAT IT IS SMOOTH AND EASILY CLEANABLE. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED GASKETS OF FAR WEST 2 DOOR REACH IN COLD HOLD UNIT ON COOKING LINE. REPLACE AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED HOODS AND FILTERS WITH GREASE ACCUMULATION. CLEAN AND MAINTAIN.",41.952343305200465,-87.6776567659055,"(-87.6776567659055, 41.952343305200465)"
2359906,BOCKWINKEL'S,BOCKWINKEL'S,2398974,Grocery Store,Risk 1 (High),320 E OHIO ST ,CHICAGO,IL,60611,02/05/2020,Complaint,Pass w/ Conditions,"22. PROPER COLD HOLDING TEMPERATURES - Comments: FOUND 15 LBS OF COOKED GROUND BEEF IN TOMATO SAUCE AT 74.3F STORED IN WALK-IN COOLER FROM A DAY BEFORE, INSTRUCTED TO COOL DOWN FOOD PROPERLY AND HOLD AT 41F OR LOWER. PRIORITY VIOLATION 7-38-005. FOOD DISCARDED VALUED AT $20. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: MOP BUCKETS STORED NEXT TO FOOD SHELVES, INSTRUCTED TO KEEP A WAY. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: MISSING A LIGHT SHIELD IN DELI DISPLAY CASE, INSTRUCTED TO INSTALL.",41.89272241307692,-87.6193937448626,"(-87.6193937448626, 41.89272241307692)"
2359961,POLLO CAMPERO,POLLO CAMPERO,1822716,Restaurant,Risk 1 (High),4830 N PULASKI RD ,CHICAGO,IL,60630,02/05/2020,Canvass,Fail,"8. HANDS CLEAN & PROPERLY WASHED - Comments: OBSERVED CASHIER/FOOD HANDLERS AT FRONT SERVICE/PREP STATION MULTI-TASKING TOUCHING THEIR PANTS/POCKETS THEN WENT ON TO PUT ON GLOVES WITH-OUT WASHING HANDS THEN AGAIN BEGAN TO HANDLE READY-TO-EAT OPEN GRILLED HOT CHICKEN FROM HOT HOLDING UNIT.INSTRUCTED MANAGER TO WASH HANDS AFTER EVERY POSSIBLE CONTAMINATION AT ALL TIMES.PRIORITY VIOLATION 7-38-010,CITATION ISSUED. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED TOWEL DISPENSER IN MENS WASH ROOM WITH NO HAND PAPER TOWELS AT HAND WASH SINK.PRIORITY FOUNDATION VIOLATION  7-38-030(C),CITATION ISSUED.MANAGER PROVIDED HAND PAPER TOWELS AT MENTIONED SINK.(COS). | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND SINK IN CHICKEN PREPARATION AREA. PREMISES MUST OBTAIN AND INSTALL A HAND SINK UNDER CITY WATER PRESSURE WITH SOAP AND HAND PAPER TOWELS AND TO MAINTAIN. PRIORITY FOUNDATION VIOLATION 7-38-030(C),NO CITATION ISSUED. - - | 21. PROPER HOT HOLDING TEMPERATURES - Comments: OBSERVED (TCS FOODS) AT IMPROPER TEMPERATURES HELD IN HOT HOLDING UNIT AT FRONT SERVICE STATION. INTERNAL TEMPERATURES OF CHICKEN RANGED FROM 127.8 F- 129.9 F.MANAGER VOLUNTARILY DISCARD & DENATURED MENTIONED FOOD APPROX:5 LBS;TOTAL DOLLAR VALUE $37.00 AS STATED BY MANAGER. INSTRUCTED TO HOLD HOT (TCS FOODS) AT 135 F OR HOTTER AT ALL TIMES. PRIORITY VIOLATION 7-38-005,CITATION ISSUED.   | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OBSERVED BROKEN/MISSING LID TO THE OUTSIDE GARBAGE DUMPSTER. INSTRUCTED TO PROVIDE LID TO MENTIONED OUTSIDE GARBAGE DUMPSTER AND LIDS/COVER MUST BE KEPT CLOSED TO PREVENT PEST HARBORAGE MAINTAIN AREA CLEAN. PRIORITY FOUNDATION VIOLATION 7-38-020 (b), CITATION ISSUED. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED EXPIRED FOOD HANDLER TRAINING CERTIFICATE.MUST PROVIDE AND MAINTAIN. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: CERTIFIED FOOD MANAGER ON DUTY WITH NO ALLERGEN TRAINING CERTIFICATION. INSTRUCTED MANAGEMENT THAT ALL FOOD SERVICE MANAGERS ARE REQUIRED TO HAVE THE ALLERGEN TRAINING CERTIFICATION.",41.9691923029365,-87.72820341214991,"(-87.72820341214991, 41.9691923029365)"
2359924,"RYLON'S SMOKEHOUSE PARTNERS, LLP","RYLON'S SMOKEHOUSE PARTNERS, LLP",2663747,Restaurant,Risk 3 (Low),67-69 E CERMAK RD ,CHICAGO,IL,60616,02/05/2020,License,Fail,,41.85275161632059,-87.62442588215922,"(-87.62442588215922, 41.85275161632059)"
2359960,CHE CHE PITA,CHE CHE PITA,2595277,Restaurant,Risk 1 (High),5815 W MADISON ST ,CHICAGO,IL,60644,02/05/2020,Canvass Re-Inspection,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED STAINED CEILING TILE NEAR THE RESTROOM. INSTRUCTED TO REPLACE. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED NO PROOF OF TRAINING FOR ALL FOOD HANDLERS. INSTRUCTED TO PROVIDE AND MAINTAIN RECORDS AT ALL TIMES. ",41.88004636548346,-87.77041143537559,"(-87.77041143537559, 41.88004636548346)"
2359879,GOUDY ELEMENTARY,GOUDY ELEMENTARY,1206,School,Risk 1 (High),5120 N WINTHROP AVE ,CHICAGO,IL,60640,02/05/2020,Canvass,Pass w/ Conditions,5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: FOUND NO DISINFECTANT RATED FOR NOROVIRUS INSIDE VOMIT SPILL KIT. PRIORITY FOUNDATION. NO CITATION ISSUED.7-38-005. MUST PROVIDE.,41.97581136866308,-87.65794915244454,"(-87.65794915244454, 41.97581136866308)"
2359909,SALVATION  ARMY,SALVATION ARMY,0,Shelter,Risk 1 (High),800 W LAWRENCE AVE ,CHICAGO,IL,60640,02/05/2020,Short Form Complaint,Pass w/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO EMPLOYEE HEALTH POLICY/TRAINING ON SITE. INSTRUCTED FACILITY TO ESTABLISH AN APPROPRIATE EMPLOYEE HEALTH POLICY/TRAINING SYSTEM AND MAINTAIN WITH VERIFIABLE DOCUMENTS ON SITE. PRIORITY FOUNDATION VIOLATION 7-38-010. NO CITATION ISSUED  | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO PROCEDURE/PLAN FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS. INSTRUCTED FACILTY TO DEVELOP AND MAINTAIN A PROCEDURE /PLAN AND TO MAINTAIN ANY APPROPRIATE SUPPLIES ON SITE. PRIORITY FOUNDATION VIOLATION 7-38-005 NO CITATION ISSUED. ",41.9692610669744,-87.6504227289595,"(-87.6504227289595, 41.9692610669744)"
2359952,Tortuga's Cantina,Tortuga's Cantina,2120365,Restaurant,Risk 1 (High),3220-3224 W LAWRENCE AVE ,CHICAGO,IL,60625,02/05/2020,Canvass,Fail,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED CLEAN-UP OF VOMITING AND DIARRHEA PROCEDURE ON SITE BUT NO CLEAN-UP KIT ON PREMISES DURING INSPECTION. INSTRUCTED TO HAVE SAID PROCEDURE ALONG WITH REQUIRED EQUIPMENT FOR CLEAN-UP. PRIORITY FOUNDATION VIOLATION. NO CITATION ISSUED. 7-38-005 | 23. PROPER DATE MARKING AND DISPOSITION - Comments: OBSERVED READY-TO-EAT, TCS FOODS HELD FOR MORE THAN 24 HOURS (SALSA,PICO DE GALLO ) NOT DATE MARKED TO INDICATE THE DATE IN WHICH THE FOOD MUST BE CONSUMED OR DISCARDED. MANAGEMENT INSTRUCTED TO DATE MARK ALL READY-TO-EAT, TCS FOODS HELD MORE THAN 24 HOURS. PRIORITY FOUNDATION 7-38-005, CITATION ISSUED. | 40. PERSONAL CLEANLINESS - Comments: OBSERVED THAT EMPLOYEE WORE  BRACELETS ON HANDS WHILE WORKING WITH FOOD.MUST REMOVE ALL JEWELRY EXCEPT PLAIN WEDDING BAND FROM HANDS WHILE WORKING WITH EXPOSED FOOD | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: MUST REPAIR PROPERLY BROKEN GASKET AND DOOR ON REACH OVER FREEZER IN KITCHEN AREA | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: MUST CLEAN AND MAINTAIN CLEAN FOOD DEBRIS BUILD UP FROM SHELVING UNDER COOKING EQUIPMENT. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED WATER LEAKS AT BASE OF FAUCET OF THE MANS BATHROOM HAND WASHING SINK.INSTRUCTED TO REPAIR PLUMBING LEAKS AND TO MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: MUST PROVIDE TOILET ROOM RECEPTACLE WITH COVER FOR SANITARY NAPKINS IN LADY'S BATHROOM | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED THAT BATHROOM STALL DOOR HAVE BEEN BROKEN AND REPAIRED WITH DUCK TAPE.MUST MADE PROPER REPAIR AND MUST NOT USE DUCK TAPE AS REPAIR TOOLS | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: MUST REPAIR NON WORKING LIGHTS INSIDE SLIDING DOOR REACH IN COOLER | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: MUST PROVIDE PROTECTIVE SHIELD OR SHATTER PROOF LIGHT BULBS OVER FOOD PREP AREA | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUSLY CITED CORE VIOLATIONS FROM 5/03/2019 REPORT #2288242 NOT CORRECTED VIOLATION #10  6-301.14  OBSERVED NO HAND WASHING SIGNAGE AT BAR HAND WASHING SINK.INSTRUCTED TO PROVIDE PROPER SIGNAGE AND TO MAINTAIN. - VIOLATION #51 5-204.12  BACK FLOW PREVENTION DEVICE NOT LOCATED AT UTILITY MOP SINK.INSTRUCTED TO INSTALL SO THAT IT CAN BE LOCATED TO BE SERVICED AND MAINTAINED. PRIORITY FOUNDATION VIOLATION 7-42-090 CITATION ISSUED",41.96855261492736,-87.70938107470327,"(-87.70938107470327, 41.96855261492736)"
2359939,CORCORAN'S GRILL & PUB,CORCORAN'S GRILL & PUB,27874,Restaurant,Risk 1 (High),1615 N WELLS ST ,CHICAGO,IL,60614,02/05/2020,Complaint,Pass w/ Conditions,"25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: ADDITIONAL FOOTNOTE IS NEEDED TO ADD ON AT MENU FOOTNOTE 'COOKED TO ORDER'. PREMISES SERVED:FRESH TUNA,HAMBURGERS,POACHED EGGS ETC.PRODUCTS THAT ARE COOKED TO ORDER PRODUCTS PRIORITY FOUNDATION VIOLATION:7-38-005,NO CITATION ISSUED. | 43. IN-USE UTENSILS: PROPERLY STORED - Comments:  OBSERVED KNIVES BETWEEN-USE STORED BETWEEN PREP COOLER AND WALLS.KNIVES MUST BE STORED IN AT KNIFE RACK.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: GRIMES  INSIDE THE CABINET OF FRYERS IN PREP AREA,CLEAN AND MAINTAIN | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: BROKEN CEILING ABOVE ICE MACHINE AND SODA BOXES DISPENSER. BRICK WALLS  ARE BROKE WITH ROUGH SURFACE AND CRUMBLE TO TOUCH IN BASEMENT AREA. BASEMENT IS USED FOR FOOD STORAGE,PREP AREA AND COFFEE STATION. INSTRUCTED TO REPAIR CEILING AND  WALLS THROUGHOUT THE BASEMENT AREA,WALLS AND CEILING  SURFACE MUST BE SMOOTH AND CLEANABLE.    | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: BROKEN METAL FLOOR INSIDE THE PRODUCE WALK-IN COOLER(BY THE DOOR),INSTRUCTED TO REPAIR OR REPLACE. BROKEN FLOOR TILE IN HALLWAY AT FIRST FLOOR BY THE KITCHEN AND BY THE DOOR THAT GOES TO THE EAST BAR. SURFACE MUST BE SMOOTH,CLEANABLE AND NON ABSORBENT SURFACE | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: EXCESS  BLACK SLIME SUBSTANCE ON ALL FLOOR DRAINS THROUGHOUT THE PREMISES INCLUDED BASEMENT AREA. BUILD-UP GRIMES AND FOOD DEBRIS  UNDER THE BARS:CORNERS AND AROUND PIPES,FOUL ODOR.CLEAN AND MAINTAIN | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: NO END CAPS PROVIDED AT LIGHT SHIELD IN KITCHEN AREA,MUST PROVIDED. | 61. SUMMARY REPORT DISPLAYED AND VISIBLE TO THE PUBLIC - Comments: PREVIOUS INSPECTION SUMMARY REPORT FROM 5-14-2019 REPORT #2288818 NOT VISIBLE TO ALL CUSTOMER, IN FRONT OF IT WAS TWO FRAMES WITH DOCUMENTS COVERING THE SUMMARY REPORT. INSTRUCTED SUMMARY REPORT MUST BE VISIBLE TO ALL CUSTOMERS. NEW  SUMMARY REPORT GIVEN AND POSTED. PRIORITY FOUNDATION VIOLATION:7-42-010(B),CITATION ISSUED",41.91161899845945,-87.63457795637794,"(-87.63457795637794, 41.91161899845945)"
2359898,COLUMBUS MANOR RESIDENTIAL CARE & HOME,COLUMBUS MANOR RESIDENTIAL CARE & HOME,2418662,Long Term Care,Risk 1 (High),5107-5121 W JACKSON BLVD ,CHICAGO,IL,60644,02/05/2020,Canvass,Fail,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO PROOF OF WRITTEN EMPLOYEE HEALTH POLICY ON SITE. INSTRUCTED FACILITY TO ESTABLISH AN APPROPRIATE EMPLOYEE HEALTH POLICY AND MAINTAIN WITH VERIFIABLE SIGNED COPIES ON SITE FOR ALL FOOD EMPLOYEES.  PRIORITY FOUNDATION VIOLATION #7-38-010. CITATION ISSUED. | 16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: OBSERVED ICE MACHINE LOCATED IN THE KITCHEN AREA NEAR THE SERVING LINE WITH A BUILD-UP OF BROWNISH-BLACK SLIME SUBSTANCE ON THE SHOOT AND WHERE THE ICE IS DISPENSED FROM.ICE IS USED FOR HUMAN CONSUMPTION. INSTRUCTED TO CLEAN,SANITIZE AND MAINTAIN. PRIORITY FOUNDATION VIOLATION #7-38-005. CITATION ISSUED | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED PEST ACTIVITY WITH APPROX. 45 MICE DROPPINGS NOTED DURING INSPECTION. THE ACTIVITY WAS NOTED NEAR THE ICE MACHINE, BOTTOM OF UNUSED HOT HOLDING UNIT STORED IN THE LAST DRY STORAGE ROOM  AND ALL THROUGHOUT THE OFFICE LOCATED IN THE REAR NEAR THE DRY STORAGE ROOM. INSTRUCTED TO CONSULT PEST CONTROL AS ADDITIONAL SERVICES ARE NEEDED TO ELIMINATE ACTIVITY PRIOR TO RE-INSPECTION. PRIORITY FOUNDATION VIOLATION #7-38-020(A). CITATION ISSUED. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED 3-COMPARTMENT SINK STOPPER IN NEED OF REPAIR AT THE FAR LEFT SIDE COMPARTMENT. INSTRUCTED MANAGER MUST PROVIDE WORKING STOPPERS AT 3-COMPARTMENT SINK. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED GREASE BUILDUP AND DUST ACCUMULATION ON BAFFLES OF THE HOOD AND EQUIPMENT,INSIDE THE UNUSED OVEN IN THE KITCHEN/PREP AREAS. INSTRUCTED TO DEGREASE, CLEAN AND SANITIZE. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED THE INTERIOR AND EXTERIOR OF THE CABINETS STORED ALONG THE FAR RIGHT WALL  IN NEED OF CLEANING. INSTRUCTED TO CLEAN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED A LEAK AT THE FAUCET OF THE MOP SINK AND HAND SINK NEAR THE SERVING LINE. INSTRUCTED TO REPAIR PLUMBING. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED AN UNUSED MICROWAVE STORED IN THE OLD WALK-IN COOLER CURRENTLY USED FOR DRY STORAGE AND UNUSED HOT HOLDING UNIT IN THE REAR DRY STORAGE ROOM. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED THE FLOORS IN THE KITCHEN AREA AND WALK-IN COOLER TO BE SOILED WITH DEBRIS AND FOOD SPLASH. ",41.87656421743353,-87.75374480570642,"(-87.75374480570642, 41.87656421743353)"
2359945,BOPNGRILL,BOPNGRILL,2283190,Restaurant,Risk 1 (High),6604 N SHERIDAN RD ,CHICAGO,IL,60626,02/05/2020,Canvass,Fail,"25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: PREMISES SERVES EGGS,HAMBURGERS. OBSERVED FACILITY MISSING CONSUMER ADVISORY DISCLOSURE STATEMENT FOR FOOD ITEMS/PRODUCTS OFFERED AND REMINDER * STATEMENT FOR THE FOOD PRODUCTS OFFERED. MUST OBTAIN AND MAINTAIN ON MENU. PRIORITY FOUNDATION VIOLATION 7-38-005. CITATION ISSUED. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: NO SPLASH GUARD BETWEEN REAR HAND WASH SINK AND DRAIN BOARD OF 3 COMPARTMENT SINK. MUST INSTALL A WASHABLE SPLASH GUARD.",42.00272610670253,-87.66093836642226,"(-87.66093836642226, 42.00272610670253)"
2359895,MAISON PARISIENNE,MAISON PARISIENNE,2647872,Restaurant,Risk 1 (High),3307 N CLARK ST ,CHICAGO,IL,60657,02/05/2020,Canvass,Fail,36. THERMOMETERS PROVIDED & ACCURATE - Comments: NO METAL STEM THERMOMETER FOR FOOD HANDLERS ON PREMISES. INSTRUCTED MANAGER MUST PROVIDE AND CALBRATE A METAL STEM THERMOMETER FOR FOOD HANDLERS AND KEEP ON PREMISES. PRIORITY FOUNDATION 7-38-005. NO CITATION ISSUED. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: SOME BULK CONTAINERS NOT LABELED IN REAR PREP AREA. MUST LABEL ALL BULK CONTAINERS. | 40. PERSONAL CLEANLINESS - Comments: OBSERVED ONE FOOD HANDLER NOT WEARING HAIR RESTARINT AT FRONT PREP AREA. INSTRUCTED MANAGER ALL FOOD HANDLERS MUST WEAR HAIR RESTRAINTS.  | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: THE FOLLOWING PREVIOUS CORE VIOLATION FROM REPORT #2268710 DATED ON 02/28/19 HAS NOT BEEN CORRECTED-#51 NOTED NO ONE COMPARTMENT SINK AT THE FRONT PREP AREA WHERE MIXING OF COFFEE AND SYRUPS ARE MADE. INSTRUCTED TO INSTALL A ONE COMPARTMENT SINK. SAID PREVIOUS CORE VIOLATION MUST BE CORRECTED BY DATE OF REINISPECTION. PRIORITY FOUNDATION 7-42-090.,41.94201045453513,-87.65216891212663,"(-87.65216891212663, 41.94201045453513)"
2359934,YOSHI'S CAFE,YOSHI'S CAFE,2115,Restaurant,Risk 1 (High),3257 N HALSTED ST ,CHICAGO,IL,60657,02/05/2020,Canvass,No Entry,,41.94169634075317,-87.64917656601214,"(-87.64917656601214, 41.94169634075317)"
2359888,Murray,Murray,29221,School,Risk 1 (High),5335 S Kenwood (1332E) ,CHICAGO,IL,60615,02/05/2020,Canvass Re-Inspection,Fail,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED INSUFFICIENT HOT WATER TEMPERATURE AT HAND WASHING SINKS IN BOYS FIRST FLOOR WASHROOM (72.2F) AND BOYS SECOND FLOOR WASHROOM (80.6F). INSTRUCTED TO PROVIDE AT LEAST 100F WATER AT ALL HAND WASHING SINKS. PRIORITY VIOLATION 7-38-030(C) | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO APPROVED HAND WASHING SINK WITH ADEQUATE PLUMBING IN SERVING AREA. INSTRUCTED MANAGER TO PROVIDE AN APPROVED HAND WASHING SINK WITH HOT AND COLD RUNNING WATER, SOAP AND PAPER TOWELS AND SIGNAGE IN SERVING AREA. PRIORITY FOUNDATION 7-38-030(C) | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments:  OBSERVED NO COVERED WASTE RECEPTACLE IN WOMEN STAFF WASHROOM. INSTRUCTED MANAGER TO PROVIDE AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments:  OBSERVED OPENINGS AROUND PIPE FITTINGS UNDER HAND WASHING SINK IN KITCHEN AND SECOND FLOOR WASHROOM, ALONG RADIATOR IN TEACHER LOUNGE, AROUND URINAL IN BOYS SECOND FLOOR WASHROOM. OBSERVED FLOOR DRAIN COVER MISSING IN GIRLS 2ND FLOOR WASHROOM. INSTRUCTED MANAGER TO REPAIR AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED CLUTTER IN CLASSROOM AND HALLWAY STORAGE AREAS. INSTRUCTED MANAGER TO REMOVE ALL UNUSED EQUIPMENT AND UNNECESSARY ARTICLES IN ALL STORAGE AREAS TO PREVENT PEST HARBORAGE. STORE ITEMS SIX INCHES OFF FLOOR AND AWAY FROM WALL FOR EASY CLEANING AND PEST CONTROL.",41.79852500652537,-87.59330351652744,"(-87.59330351652744, 41.79852500652537)"
2359885,PECK ELEMENTARY SCHOOL,PECK ELEMENTARY SCHOOL,24871,School,Risk 1 (High),3826 W 58th ST ,CHICAGO,IL,60629,02/05/2020,Canvass,Pass w/ Conditions,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: METERED FAUCETS IN BOYS TOILET ROOM IN ANNEX IN POOR REPAIR. A self-closing, slow-closing, or metering faucet shall provide a flow of water for at least 15 seconds without the need to reactivate the faucet.  | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: TOILET TISSUE NOT AVAILABLE AT TOILETS IN ANNEX BOYS AND GIRLS TOILET ROOMS. CURRENTLY TOILET TISSUE AND DISPENSERS ARE AT ENTRANCE TO TOILET ROOMS IN ANNEX. INSTD TO PROVIDE AND HAVE AVAILABLE TOILET TISSUE AT EACH TOILET AT ALL TIMES.",41.78792632341754,-87.71922211426183,"(-87.71922211426183, 41.78792632341754)"
2359927,BUONA,BUONA,2438033,Restaurant,Risk 1 (High),10637 S WESTERN AVE ,CHICAGO,IL,60643,02/05/2020,Canvass,Fail,"2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO VALID CITY OF CHICAGO FOOD SANITATION CERTIFICATE POSTED OR PROVIDED AT THIS TIME OF INSPECTION. PRIORITY FOUNDATION ISSUED 7-38-012 | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED POLICY ON SITE. HOWEVER MUST PROVIDE ALL THE NECESARRY ITEMS OUTLINED IN POLICY INCLUDING DISPOSABLE MOP AND APPROPRIATE SANITIZER FOR THE NORO VIRUS. PRIORITY FOUNDATION | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: OBSERVED  STILL NO CONSUMER ADVISORY OR DISCLOSURE STATEMENT POSTED ON MENU FOR( HAMBURGERS,ETC) FROM LAST REPORT DATED( 4-10-19). INSTRUCTED MANAGER TO PROVIDE REMINDER AND DISCLOSURE STATEMENT . PRIORITY FOUNDATION VIOLATION ISSUED 7-38-005 | 59. PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED",41.69979669281655,-87.68126405077864,"(-87.68126405077864, 41.69979669281655)"
